CO2 emissions (g/mi)
373.37
362.1
358.88
463.49
481.19
469.93
489.24
469.93
552.01
492.46
455.44
440.96
452.23
469.93
481.19
469.93
481.19
463.49
484.41
788.58
788.58
796.63
796.63
774.09
811.11
774.09
774.09
410.38
381.41
410.38
384.63
407.16
381.41
421.65
421.65
426.48
432.91
426.48
432.91
458.66
432.91
492.46
518.21
492.46
477.98
547.18
506.94
506.94
595.46
506.94
595.46
366.93
452.23
395.9
452.23
447.4
447.4
500.51
452.23
447.4
500.51
489.24
489.24
407.16
452.23
495.68
529.47
495.68
589.02
489.24
495.68
589.02
543.96
558.44
555.22
589.02
366.93
355.67
407.16
514.99
503.72
521.43
580.97
658.22
617.99
666.27
695.24
572.93
590.63
626.04
655.0
555.22
521.43
521.43
614.77
658.22
695.24
674.32
695.24
595.46
608.33
643.74
429.69
429.69
489.24
506.94
466.71
489.24
489.24
370.15
355.67
407.16
418.43
366.93
407.16
484.41
489.24
506.94
555.22
648.57
695.24
608.33
629.25
648.57
695.24
655.0
629.25
695.24
574.54
580.97
614.77
648.57
700.06
666.27
714.55
754.78
659.83
613.16
682.36
762.83
688.8
740.3
720.99
720.99
595.46
580.97
614.77
651.78
700.06
674.32
717.77
740.3
659.83
643.74
720.99
452.23
477.98
477.98
489.24
452.23
477.98
436.13
395.9
492.46
526.26
532.69
552.01
526.26
552.01
547.18
558.44
543.96
552.01
555.22
558.44
410.38
378.2
418.43
392.68
418.43
392.68
418.43
440.96
477.98
415.21
477.98
477.98
389.46
373.37
426.48
503.72
526.26
389.46
373.37
426.48
432.91
466.71
452.23
477.98
432.91
466.71
477.98
321.87
278.42
341.18
336.35
395.9
543.96
518.21
606.72
629.25
574.54
600.29
640.52
700.06
452.23
477.98
503.72
521.43
526.26
440.96
458.66
473.15
344.4
307.38
381.41
321.87
580.97
558.44
648.57
640.52
722.6
706.5
692.02
737.08
595.46
703.28
643.74
600.29
743.52
685.58
685.58
692.02
722.6
706.5
706.5
700.06
766.05
737.08
595.46
703.28
643.74
722.6
600.29
743.52
688.8
722.6
680.75
722.6
703.28
780.53
395.9
418.43
477.98
452.23
477.98
341.18
418.43
632.47
321.87
278.42
341.18
336.35
381.41
366.93
432.91
399.12
473.15
440.96
389.46
378.2
455.44
418.43
440.96
477.98
648.57
788.58
811.11
481.19
495.68
518.21
566.49
315.43
259.1
611.55
632.47
669.49
366.93
347.62
392.68
410.38
473.15
640.52
617.99
629.25
643.74
658.22
629.25
700.06
729.03
658.22
711.33
389.46
362.1
336.35
304.17
336.35
304.17
574.54
595.46
595.46
606.72
640.52
577.75
584.19
606.72
632.47
669.49
617.99
600.29
629.25
611.55
643.74
426.48
410.38
495.68
500.51
381.41
344.4
432.91
426.48
436.13
481.19
463.49
415.21
500.51
477.98
418.43
436.13
455.44
466.71
418.43
463.49
452.23
473.15
477.98
455.44
492.46
218.87
310.6
251.06
518.21
503.72
521.43
584.19
658.22
617.99
674.32
695.24
587.41
603.5
626.04
655.0
555.22
521.43
521.43
584.19
658.22
692.02
674.32
695.24
595.46
608.33
643.74
555.22
637.3
695.24
608.33
629.25
648.57
695.24
655.0
629.25
695.24
595.46
580.97
614.77
651.78
703.28
666.27
714.55
748.35
659.83
613.16
682.36
762.83
688.8
740.3
595.46
580.97
614.77
651.78
700.06
680.75
717.77
740.3
659.83
643.74
687.19
543.96
552.01
558.44
558.44
436.13
395.9
492.46
540.74
532.69
552.01
526.26
552.01
547.18
558.44
543.96
558.44
555.22
589.02
381.41
381.41
358.88
362.1
458.66
410.38
370.15
318.65
259.1
347.62
318.65
347.62
318.65
352.45
444.18
415.21
403.95
418.43
315.43
304.17
392.68
392.68
403.95
329.92
299.34
318.65
395.9
399.12
466.71
392.68
366.93
477.98
506.94
580.97
580.97
600.29
626.04
603.5
489.24
489.24
700.06
566.49
463.49
473.15
680.75
692.02
537.52
455.44
558.44
521.43
543.96
500.51
577.75
580.97
552.01
577.75
621.21
547.18
500.51
614.77
580.97
680.75
700.06
722.6
421.65
492.46
469.93
469.93
473.15
473.15
336.35
296.12
392.68
347.62
358.88
325.09
392.68
352.45
466.71
440.96
484.41
436.13
415.21
481.19
477.98
436.13
444.18
492.46
569.71
617.99
347.62
310.6
440.96
399.12
410.38
410.38
392.68
352.45
466.71
440.96
336.35
299.34
392.68
347.62
373.37
336.35
495.68
389.46
444.18
403.95
436.13
481.19
436.13
469.93
477.98
489.24
489.24
477.98
555.22
577.75
566.49
677.53
663.05
484.41
540.74
632.47
452.23
473.15
473.15
366.93
347.62
392.68
410.38
418.43
436.13
418.43
463.49
489.24
318.65
296.12
370.15
370.15
426.48
399.12
481.19
469.93
481.19
469.93
484.41
477.98
407.16
370.15
452.23
421.65
415.21
407.16
592.24
592.24
495.68
318.65
296.12
336.35
304.17
432.91
407.16
492.46
489.24
503.72
574.54
589.02
421.65
407.16
418.43
452.23
495.68
366.93
452.23
452.23
452.23
481.19
481.19
500.51
447.4
500.51
395.9
418.43
321.87
278.42
341.18
336.35
452.23
477.98
503.72
521.43
526.26
344.4
307.38
381.41
321.87
432.91
466.71
452.23
477.98
473.15
500.51
429.69
429.69
484.41
506.94
218.87
310.6
251.06
429.69
429.69
484.41
506.94
421.65
407.16
418.43
452.23
452.23
481.19
366.93
355.67
407.16
418.43
410.38
378.2
418.43
392.68
418.43
392.68
477.98
489.24
500.51
481.19
484.41
495.68
510.16
584.19
651.78
796.63
796.63
774.09
788.58
788.58
788.58
811.11
429.69
415.21
436.13
463.49
466.71
429.69
429.69
415.21
436.13
463.49
466.71
429.69
436.13
463.49
466.71
429.69
481.19
418.43
463.49
481.19
421.65
463.49
447.4
481.19
421.65
329.92
355.67
318.65
355.67
329.92
355.67
318.65
355.67
329.92
355.67
307.38
355.67
373.37
358.88
399.12
381.41
392.68
399.12
395.9
392.68
378.2
355.67
395.9
407.16
378.2
403.95
407.16
329.92
415.21
384.63
418.43
392.68
403.95
395.9
307.38
251.06
484.41
655.0
603.5
421.65
415.21
378.2
421.65
415.21
421.65
336.35
318.65
384.63
392.68
355.67
321.87
336.35
318.65
336.35
318.65
344.4
299.34
500.51
510.16
469.93
484.41
518.21
521.43
574.54
543.96
307.38
296.12
273.59
288.07
444.18
399.12
492.46
489.24
484.41
655.0
584.19
407.16
373.37
469.93
469.93
429.69
540.74
537.52
442.57
592.24
555.22
399.12
347.62
329.92
381.41
362.1
362.1
458.66
399.12
347.62
329.92
381.41
370.15
469.93
458.66
347.62
355.67
469.93
463.49
469.93
463.49
429.69
540.74
537.52
444.18
481.19
444.18
481.19
436.13
429.69
436.13
429.69
415.21
415.21
415.21
415.21
447.4
447.4
452.23
452.23
481.19
477.98
481.19
477.98
440.96
477.98
463.49
370.15
355.67
355.67
489.24
469.93
447.4
436.13
458.66
447.4
452.23
469.93
455.44
469.93
484.41
743.52
695.24
695.24
737.08
737.08
737.08
384.63
373.37
384.63
378.2
378.2
373.37
432.91
418.43
432.91
418.43
495.68
577.75
514.99
595.46
378.2
373.37
436.13
436.13
421.65
426.48
489.24
436.13
421.65
426.48
489.24
484.41
484.41
389.46
421.65
514.99
514.99
514.99
484.41
514.99
537.52
540.74
566.49
362.1
355.67
421.65
540.74
518.21
577.75
566.49
584.19
617.99
626.04
632.47
632.47
577.75
648.57
632.47
711.33
674.32
432.91
429.69
492.46
484.41
469.93
484.41
484.41
362.1
366.93
355.67
389.46
378.2
362.1
421.65
495.68
489.24
584.19
648.57
632.47
621.21
655.0
685.58
537.52
580.97
611.55
658.22
640.52
674.32
687.19
674.32
643.74
436.13
484.41
452.23
436.13
484.41
537.52
518.21
537.52
518.21
537.52
432.91
389.46
436.13
481.19
532.69
518.21
458.66
447.4
458.66
473.15
458.66
458.66
410.38
381.41
432.91
415.21
421.65
492.46
532.69
410.38
381.41
432.91
429.69
463.49
473.15
473.15
492.46
329.92
281.64
421.65
547.18
543.96
606.72
626.04
617.99
595.46
655.0
666.27
429.69
463.49
473.15
473.15
492.46
532.69
362.1
315.43
611.55
563.27
648.57
617.99
685.58
703.28
692.02
748.35
611.55
706.5
643.74
611.55
651.78
651.78
680.75
688.8
737.08
695.24
740.3
751.56
743.52
611.55
706.5
643.74
685.58
651.78
688.8
643.74
680.75
651.78
754.78
469.93
452.23
481.19
381.41
336.35
415.21
344.4
415.21
421.65
492.46
389.46
606.72
329.92
281.64
381.41
366.93
432.91
399.12
473.15
440.96
410.38
381.41
455.44
407.16
447.4
473.15
477.98
506.94
537.52
558.44
315.43
270.37
655.0
626.04
688.8
373.37
355.67
399.12
399.12
477.98
688.8
637.3
692.02
666.27
648.57
614.77
666.27
725.81
703.28
666.27
389.46
362.1
355.67
292.9
355.67
292.9
540.74
492.46
621.21
558.44
540.74
626.04
584.19
621.21
577.75
666.27
629.25
614.77
655.0
626.04
688.8
648.57
584.19
614.77
589.02
669.49
415.21
410.38
489.24
458.66
463.49
378.2
341.18
432.91
418.43
432.91
403.95
477.98
463.49
532.69
481.19
432.91
495.68
477.98
537.52
521.43
421.65
421.65
484.41
436.13
447.4
455.44
481.19
481.19
489.24
481.19
489.24
218.87
310.6
251.06
418.43
392.68
418.43
392.68
537.52
518.21
580.97
566.49
584.19
651.78
626.04
632.47
632.47
577.75
648.57
614.77
655.0
674.32
621.21
614.77
637.3
584.19
648.57
632.47
540.74
580.97
611.55
637.3
640.52
680.75
687.19
674.32
643.74
537.52
518.21
537.52
537.52
432.91
389.46
436.13
481.19
532.69
518.21
537.52
537.52
540.74
566.49
378.2
384.63
352.45
362.1
458.66
299.34
296.12
333.13
304.17
299.34
296.12
333.13
304.17
358.88
403.95
381.41
418.43
403.95
410.38
321.87
310.6
341.18
325.09
344.4
329.92
392.68
366.93
421.65
473.15
506.94
611.55
592.24
611.55
592.24
489.24
489.24
714.55
477.98
484.41
463.49
547.18
484.41
481.19
589.02
503.72
552.01
563.27
632.47
637.3
666.27
703.28
421.65
481.19
447.4
447.4
489.24
466.71
481.19
392.68
352.45
466.71
440.96
432.91
403.95
477.98
463.49
